"행정구역(시군구)별","연령별",2021. 08,2021. 08,2021. 08
"행정구역(시군구)별","연령별",총인구수 (명),남자인구수 (명),여자인구수 (명)
"전국","계",51669716,25766031,25903685
"전국","0세",257499,131904,125595
"전국","1세",283694,145455,138239
"전국","2세",312494,160608,151886
"전국","3세",341766,175377,166389
"전국","4세",377415,193806,183609
"전국","5세",427561,218583,208978
"전국","6세",445094,227939,217155
"전국","7세",440111,225605,214506
"전국","8세",459512,235131,224381
"전국","9세",482039,247548,234491
"전국","10세",490354,252152,238202
"전국","11세",455800,234826,220974
"전국","12세",454600,234006,220594
"전국","13세",485709,249948,235761
"전국","14세",475272,244551,230721
"전국","15세",444217,229590,214627
"전국","16세",445228,230302,214926
"전국","17세",484335,251113,233222
"전국","18세",482792,250422,232370
"전국","19세",515422,268421,247001
"전국","20세",592665,308327,284338
"전국","21세",632015,329341,302674
"전국","22세",621141,324499,296642
"전국","23세",651975,338921,313054
"전국","24세",676448,351283,325165
"전국","25세",694822,365671,329151
"전국","26세",698489,370471,328018
"전국","27세",710672,377332,333340
"전국","28세",722430,383061,339369
"전국","29세",720719,378479,342240
"전국","30세",665311,348116,317195
"전국","31세",649252,341234,308018
"전국","32세",630831,330529,300302
"전국","33세",613577,317123,296454
"전국","34세",620160,318153,302007
"전국","35세",639553,330088,309465
"전국","36세",646869,332508,314361
"전국","37세",691574,353951,337623
"전국","38세",766180,390609,375571
"전국","39세",829882,422217,407665
"전국","40세",839068,429783,409285
"전국","41세",842515,427432,415083
"전국","42세",788332,399523,388809
"전국","43세",752453,382191,370262
"전국","44세",756922,385687,371235
"전국","45세",751911,382677,369234
"전국","46세",805962,408041,397921
"전국","47세",879075,446568,432507
"전국","48세",889195,448773,440422
"전국","49세",887360,453783,433577
"전국","50세",946434,481474,464960
"전국","51세",896951,455062,441889
"전국","52세",937006,471521,465485
"전국","53세",887571,444419,443152
"전국","54세",834447,419387,415060
"전국","55세",826013,423020,402993
"전국","56세",834116,418875,415241
"전국","57세",763977,386097,377880
"전국","58세",859927,438134,421793
"전국","59세",812126,409313,402813
"전국","60세",949880,470804,479076
"전국","61세",898387,441550,456837
"전국","62세",803739,397755,405984
"전국","63세",744097,370152,373945
"전국","64세",728565,359593,368972
"전국","65세",665609,325691,339918
"전국","66세",684347,330213,354134
"전국","67세",553028,267337,285691
"전국","68세",511415,245171,266244
"전국","69세",532933,254939,277994
"전국","70세",399401,189165,210236
"전국","71세",435644,205426,230218
"전국","72세",432181,202426,229755
"전국","73세",423598,197328,226270
"전국","74세",411501,188182,223319
"전국","75세",288353,131854,156499
"전국","76세",319618,141549,178069
"전국","77세",308267,131844,176423
"전국","78세",336349,141970,194379
"전국","79세",348134,144687,203447
"전국","80세",280660,113213,167447
"전국","81세",253876,98900,154976
"전국","82세",242451,91751,150700
"전국","83세",212787,77882,134905
"전국","84세",190812,67004,123808
"전국","85세",168829,56097,112732
"전국","86세",147906,46819,101087
"전국","87세",120960,36499,84461
"전국","88세",98676,28007,70669
"전국","89세",82117,22004,60113
"전국","90세",61444,15133,46311
"전국","91세",51952,11566,40386
"전국","92세",42552,9983,32569
"전국","93세",32035,6700,25335
"전국","94세",23136,4600,18536
"전국","95세",15359,2870,12489
"전국","96세",11276,2109,9167
"전국","97세",7591,1573,6018
"전국","98세",7789,1563,6226
"전국","99세",4687,932,3755
"전국","100세 이상",10935,2230,8705
"서울특별시","계",9550227,4640740,4909487
"서울특별시","0세",44089,22718,21371
"서울특별시","1세",46362,23899,22463
"서울특별시","2세",50261,26167,24094
"서울특별시","3세",53250,27394,25856
"서울특별시","4세",58004,29588,28416
"서울특별시","5세",65651,33471,32180
"서울특별시","6세",68040,34810,33230
"서울특별시","7세",67050,34476,32574
"서울특별시","8세",70218,36007,34211
"서울특별시","9세",73523,37669,35854
"서울특별시","10세",74438,38232,36206
"서울특별시","11세",70653,36183,34470
"서울특별시","12세",71005,36438,34567
"서울특별시","13세",77302,39889,37413
"서울특별시","14세",76381,39251,37130
"서울특별시","15세",72125,37202,34923
"서울특별시","16세",72988,37654,35334
"서울특별시","17세",80415,41327,39088
"서울특별시","18세",80229,40928,39301
"서울특별시","19세",87820,43977,43843
"서울특별시","20세",104482,51248,53234
"서울특별시","21세",114905,55210,59695
"서울특별시","22세",119772,57051,62721
"서울특별시","23세",132616,62132,70484
"서울특별시","24세",143357,66573,76784
"서울특별시","25세",154415,72916,81499
"서울특별시","26세",159387,77294,82093
"서울특별시","27세",166891,81950,84941
"서울특별시","28세",171877,85192,86685
"서울특별시","29세",171591,84777,86814
"서울특별시","30세",158059,78566,79493
"서울특별시","31세",151173,75776,75397
"서울특별시","32세",145739,73186,72553
"서울특별시","33세",138374,68888,69486
"서울특별시","34세",136460,67906,68554
"서울특별시","35세",136586,68249,68337
"서울특별시","36세",134926,67455,67471
"서울특별시","37세",139976,70270,69706
"서울특별시","38세",148213,74146,74067
"서울특별시","39세",156736,78150,78586
"서울특별시","40세",156981,79062,77919
"서울특별시","41세",156011,77114,78897
"서울특별시","42세",144582,71417,73165
"서울특별시","43세",135440,66835,68605
"서울특별시","44세",137913,67988,69925
"서울특별시","45세",136197,67553,68644
"서울특별시","46세",145151,71767,73384
"서울특별시","47세",157429,78004,79425
"서울특별시","48세",160484,78962,81522
"서울특별시","49세",163102,81240,81862
"서울특별시","50세",172231,85479,86752
"서울특별시","51세",162207,80317,81890
"서울특별시","52세",165401,81434,83967
"서울특별시","53세",154290,75430,78860
"서울특별시","54세",143661,70303,73358
"서울특별시","55세",140388,70182,70206
"서울특별시","56세",144108,70421,73687
"서울특별시","57세",135183,66214,68969
"서울특별시","58세",148825,73442,75383
"서울특별시","59세",139042,68251,70791
"서울특별시","60세",160735,76741,83994
"서울특별시","61세",156736,74036,82700
"서울특별시","62세",142754,68249,74505
"서울특별시","63세",134535,64448,70087
"서울특별시","64세",132715,62545,70170
"서울특별시","65세",122547,57768,64779
"서울특별시","66세",128348,59826,68522
"서울특별시","67세",104096,48628,55468
"서울특별시","68세",96908,45287,51621
"서울특별시","69세",98617,46274,52343
"서울특별시","70세",73839,34323,39516
"서울특별시","71세",83059,38475,44584
"서울특별시","72세",81666,37426,44240
"서울특별시","73세",80780,37057,43723
"서울특별시","74세",79900,36209,43691
"서울특별시","75세",57632,25988,31644
"서울특별시","76세",60825,27616,33209
"서울특별시","77세",57158,25379,31779
"서울특별시","78세",60048,27063,32985
"서울특별시","79세",61406,27452,33954
"서울특별시","80세",48862,21501,27361
"서울특별시","81세",42478,18092,24386
"서울특별시","82세",39465,16405,23060
"서울특별시","83세",34273,13835,20438
"서울특별시","84세",30005,11527,18478
"서울특별시","85세",26041,9676,16365
"서울특별시","86세",22393,7899,14494
"서울특별시","87세",17865,5913,11952
"서울특별시","88세",14736,4695,10041
"서울특별시","89세",12258,3771,8487
"서울특별시","90세",9261,2574,6687
"서울특별시","91세",8021,2056,5965
"서울특별시","92세",6845,1819,5026
"서울특별시","93세",5229,1251,3978
"서울특별시","94세",3798,864,2934
"서울특별시","95세",2559,553,2006
"서울특별시","96세",1818,404,1414
"서울특별시","97세",1360,316,1044
"서울특별시","98세",1356,361,995
"서울특별시","99세",819,185,634
"서울특별시","100세 이상",2516,623,1893
"부산광역시","계",3359527,1644378,1715149
"부산광역시","0세",14236,7333,6903
"부산광역시","1세",16009,8258,7751
"부산광역시","2세",17708,9011,8697
"부산광역시","3세",20244,10410,9834
"부산광역시","4세",22508,11479,11029
"부산광역시","5세",25598,13120,12478
"부산광역시","6세",26430,13547,12883
"부산광역시","7세",26218,13546,12672
"부산광역시","8세",26785,13737,13048
"부산광역시","9세",28054,14379,13675
"부산광역시","10세",28369,14428,13941
"부산광역시","11세",25661,13355,12306
"부산광역시","12세",25497,13034,12463
"부산광역시","13세",27012,13885,13127
"부산광역시","14세",26213,13489,12724
"부산광역시","15세",24618,12711,11907
"부산광역시","16세",24986,12900,12086
"부산광역시","17세",27589,14286,13303
"부산광역시","18세",27754,14437,13317
"부산광역시","19세",29513,15159,14354
"부산광역시","20세",35460,18218,17242
"부산광역시","21세",38878,19895,18983
"부산광역시","22세",39034,20092,18942
"부산광역시","23세",41860,21565,20295
"부산광역시","24세",43650,22554,21096
"부산광역시","25세",44687,23618,21069
"부산광역시","26세",44033,23151,20882
"부산광역시","27세",44534,23162,21372
"부산광역시","28세",44625,23482,21143
"부산광역시","29세",44361,22974,21387
"부산광역시","30세",40575,21052,19523
"부산광역시","31세",40156,20920,19236
"부산광역시","32세",38433,19904,18529
"부산광역시","33세",36778,18814,17964
"부산광역시","34세",36720,18655,18065
"부산광역시","35세",37769,19571,18198
"부산광역시","36세",38702,19835,18867
"부산광역시","37세",41920,21360,20560
"부산광역시","38세",46857,23599,23258
"부산광역시","39세",51076,25883,25193
"부산광역시","40세",53206,27015,26191
"부산광역시","41세",53602,27260,26342
"부산광역시","42세",49322,24884,24438
"부산광역시","43세",46261,23538,22723
"부산광역시","44세",45610,23268,22342
"부산광역시","45세",44837,22639,22198
"부산광역시","46세",49198,24653,24545
"부산광역시","47세",53388,26870,26518
"부산광역시","48세",54164,26877,27287
"부산광역시","49세",54647,27348,27299
"부산광역시","50세",58108,28671,29437
"부산광역시","51세",56118,27675,28443
"부산광역시","52세",58631,28717,29914
"부산광역시","53세",56390,27381,29009
"부산광역시","54세",53793,26004,27789
"부산광역시","55세",53520,26379,27141
"부산광역시","56세",52876,25320,27556
"부산광역시","57세",50250,24361,25889
"부산광역시","58세",58977,28680,30297
"부산광역시","59세",57360,27564,29796
"부산광역시","60세",67961,31896,36065
"부산광역시","61세",65138,30593,34545
"부산광역시","62세",59655,28463,31192
"부산광역시","63세",56711,27129,29582
"부산광역시","64세",57069,27165,29904
"부산광역시","65세",53261,25028,28233
"부산광역시","66세",55290,25934,29356
"부산광역시","67세",45030,21589,23441
"부산광역시","68세",42521,19725,22796
"부산광역시","69세",43452,20357,23095
"부산광역시","70세",34384,16043,18341
"부산광역시","71세",36151,16679,19472
"부산광역시","72세",35767,16308,19459
"부산광역시","73세",34859,15893,18966
"부산광역시","74세",32178,14542,17636
"부산광역시","75세",21812,10133,11679
"부산광역시","76세",25286,11313,13973
"부산광역시","77세",23977,10551,13426
"부산광역시","78세",25880,11236,14644
"부산광역시","79세",25046,10709,14337
"부산광역시","80세",20872,8485,12387
"부산광역시","81세",18367,7315,11052
"부산광역시","82세",16901,6555,10346
"부산광역시","83세",14109,5273,8836
"부산광역시","84세",12532,4514,8018
"부산광역시","85세",10687,3563,7124
"부산광역시","86세",9268,2895,6373
"부산광역시","87세",7347,2254,5093
"부산광역시","88세",5932,1713,4219
"부산광역시","89세",4944,1280,3664
"부산광역시","90세",3652,908,2744
"부산광역시","91세",2917,632,2285
"부산광역시","92세",2547,582,1965
"부산광역시","93세",2019,389,1630
"부산광역시","94세",1348,233,1115
"부산광역시","95세",839,143,696
"부산광역시","96세",647,98,549
"부산광역시","97세",416,79,337
"부산광역시","98세",375,62,313
"부산광역시","99세",260,60,200
"부산광역시","100세 이상",752,147,605
"대구광역시","계",2393626,1180223,1213403
"대구광역시","0세",10437,5388,5049
"대구광역시","1세",12187,6279,5908
"대구광역시","2세",13465,7013,6452
"대구광역시","3세",15278,7777,7501
"대구광역시","4세",17145,8754,8391
"대구광역시","5세",19530,9993,9537
"대구광역시","6세",20295,10383,9912
"대구광역시","7세",19980,10146,9834
"대구광역시","8세",20736,10658,10078
"대구광역시","9세",22064,11280,10784
"대구광역시","10세",21905,11334,10571
"대구광역시","11세",20502,10599,9903
"대구광역시","12세",20548,10634,9914
"대구광역시","13세",22129,11517,10612
"대구광역시","14세",21871,11124,10747
"대구광역시","15세",20671,10799,9872
"대구광역시","16세",21079,11020,10059
"대구광역시","17세",23297,12250,11047
"대구광역시","18세",23462,12419,11043
"대구광역시","19세",24572,13105,11467
"대구광역시","20세",28728,15171,13557
"대구광역시","21세",31293,16555,14738
"대구광역시","22세",29829,15789,14040
"대구광역시","23세",31599,16716,14883
"대구광역시","24세",32727,17102,15625
"대구광역시","25세",32743,17579,15164
"대구광역시","26세",32113,17262,14851
"대구광역시","27세",31755,17049,14706
"대구광역시","28세",31660,17075,14585
"대구광역시","29세",31573,17042,14531
"대구광역시","30세",28499,15286,13213
"대구광역시","31세",28365,15410,12955
"대구광역시","32세",27133,14709,12424
"대구광역시","33세",25386,13652,11734
"대구광역시","34세",26068,13781,12287
"대구광역시","35세",26894,14339,12555
"대구광역시","36세",26829,14019,12810
"대구광역시","37세",29004,14768,14236
"대구광역시","38세",32900,16289,16611
"대구광역시","39세",35808,17770,18038
"대구광역시","40세",37084,18497,18587
"대구광역시","41세",37075,18314,18761
"대구광역시","42세",35038,17321,17717
"대구광역시","43세",33557,16686,16871
"대구광역시","44세",34602,17228,17374
"대구광역시","45세",34891,17336,17555
"대구광역시","46세",37686,18488,19198
"대구광역시","47세",41081,20153,20928
"대구광역시","48세",41991,20463,21528
"대구광역시","49세",42345,20838,21507
"대구광역시","50세",44547,21874,22673
"대구광역시","51세",43473,21270,22203
"대구광역시","52세",44900,21851,23049
"대구광역시","53세",44231,21781,22450
"대구광역시","54세",41437,20131,21306
"대구광역시","55세",40588,20115,20473
"대구광역시","56세",40640,19670,20970
"대구광역시","57세",37590,18354,19236
"대구광역시","58세",41785,20668,21117
"대구광역시","59세",40290,19857,20433
"대구광역시","60세",45861,22068,23793
"대구광역시","61세",42765,20352,22413
"대구광역시","62세",38765,18715,20050
"대구광역시","63세",33595,16504,17091
"대구광역시","64세",34790,16826,17964
"대구광역시","65세",31857,15271,16586
"대구광역시","66세",32179,14963,17216
"대구광역시","67세",26000,12266,13734
"대구광역시","68세",26457,12058,14399
"대구광역시","69세",26920,12364,14556
"대구광역시","70세",20062,9156,10906
"대구광역시","71세",21030,9760,11270
"대구광역시","72세",22297,10034,12263
"대구광역시","73세",20550,9139,11411
"대구광역시","74세",18749,8226,10523
"대구광역시","75세",11948,5319,6629
"대구광역시","76세",14158,6008,8150
"대구광역시","77세",15128,6203,8925
"대구광역시","78세",16343,6825,9518
"대구광역시","79세",16087,6632,9455
"대구광역시","80세",13005,5048,7957
"대구광역시","81세",11826,4506,7320
"대구광역시","82세",10999,4140,6859
"대구광역시","83세",9577,3400,6177
"대구광역시","84세",8495,3026,5469
"대구광역시","85세",7532,2507,5025
"대구광역시","86세",6528,2151,4377
"대구광역시","87세",5332,1614,3718
"대구광역시","88세",4187,1235,2952
"대구광역시","89세",3527,1004,2523
"대구광역시","90세",2574,625,1949
"대구광역시","91세",1927,400,1527
"대구광역시","92세",1566,359,1207
"대구광역시","93세",1280,265,1015
"대구광역시","94세",903,169,734
"대구광역시","95세",526,95,431
"대구광역시","96세",409,81,328
"대구광역시","97세",251,47,204
"대구광역시","98세",223,41,182
"대구광역시","99세",154,21,133
"대구광역시","100세 이상",374,70,304
"인천광역시","계",2938429,1471347,1467082
"인천광역시","0세",14537,7457,7080
"인천광역시","1세",16369,8461,7908
"인천광역시","2세",18434,9493,8941
"인천광역시","3세",19449,10042,9407
"인천광역시","4세",21741,11106,10635
"인천광역시","5세",24558,12576,11982
"인천광역시","6세",25869,13243,12626
"인천광역시","7세",25192,12929,12263
"인천광역시","8세",26447,13501,12946
"인천광역시","9세",27640,14174,13466
"인천광역시","10세",28653,14803,13850
"인천광역시","11세",26282,13488,12794
"인천광역시","12세",26397,13535,12862
"인천광역시","13세",27846,14180,13666
"인천광역시","14세",27479,14221,13258
"인천광역시","15세",25571,13090,12481
"인천광역시","16세",25264,12982,12282
"인천광역시","17세",27497,14123,13374
"인천광역시","18세",27492,14141,13351
"인천광역시","19세",29090,15062,14028
"인천광역시","20세",33182,17174,16008
"인천광역시","21세",35434,18498,16936
"인천광역시","22세",35035,18268,16767
"인천광역시","23세",37262,19082,18180
"인천광역시","24세",39304,20201,19103
"인천광역시","25세",40650,21086,19564
"인천광역시","26세",41538,21900,19638
"인천광역시","27세",42890,22689,20201
"인천광역시","28세",43989,23150,20839
"인천광역시","29세",43972,22896,21076
"인천광역시","30세",40731,21387,19344
"인천광역시","31세",38961,20388,18573
"인천광역시","32세",37431,19601,17830
"인천광역시","33세",35873,18519,17354
"인천광역시","34세",36017,18527,17490
"인천광역시","35세",37820,19558,18262
"인천광역시","36세",38316,19836,18480
"인천광역시","37세",40706,20955,19751
"인천광역시","38세",45403,23226,22177
"인천광역시","39세",49291,25376,23915
"인천광역시","40세",50284,25980,24304
"인천광역시","41세",50304,25862,24442
"인천광역시","42세",46508,23957,22551
"인천광역시","43세",44714,22737,21977
"인천광역시","44세",44103,22699,21404
"인천광역시","45세",43322,22348,20974
"인천광역시","46세",47387,24159,23228
"인천광역시","47세",50538,25885,24653
"인천광역시","48세",51616,26017,25599
"인천광역시","49세",51443,26161,25282
"인천광역시","50세",54493,27547,26946
"인천광역시","51세",51914,26062,25852
"인천광역시","52세",54189,26845,27344
"인천광역시","53세",51768,25306,26462
"인천광역시","54세",48710,24158,24552
"인천광역시","55세",48887,24479,24408
"인천광역시","56세",50761,25162,25599
"인천광역시","57세",46661,23382,23279
"인천광역시","58세",52389,26701,25688
"인천광역시","59세",48985,24592,24393
"인천광역시","60세",55428,27910,27518
"인천광역시","61세",52534,26193,26341
"인천광역시","62세",46141,23127,23014
"인천광역시","63세",42594,21261,21333
"인천광역시","64세",40298,20047,20251
"인천광역시","65세",35968,17717,18251
"인천광역시","66세",36617,17825,18792
"인천광역시","67세",28701,13953,14748
"인천광역시","68세",26097,12666,13431
"인천광역시","69세",26814,13058,13756
"인천광역시","70세",18611,8950,9661
"인천광역시","71세",21478,10487,10991
"인천광역시","72세",21238,10011,11227
"인천광역시","73세",20762,9841,10921
"인천광역시","74세",20810,9467,11343
"인천광역시","75세",14551,6671,7880
"인천광역시","76세",15155,6756,8399
"인천광역시","77세",14469,6378,8091
"인천광역시","78세",15609,6615,8994
"인천광역시","79세",15804,6534,9270
"인천광역시","80세",12677,5019,7658
"인천광역시","81세",11231,4350,6881
